timestamp,electricity_demand_mw,temperature_c,hour,day_of_week,month
2024-01-03 21:00:00,1396.15,19.11,21,3,1
2024-01-03 22:00:00,1352.52,20.67,22,3,1
2024-01-03 23:00:00,1290.99,21.88,23,3,1
2024-01-04 00:00:00,1199.97,17.21,0,4,1
2024-01-04 01:00:00,1059.44,18.2,1,4,1
2024-01-04 02:00:00,1052.57,18.85,2,4,1
2024-01-04 03:00:00,1039.63,14.3,3,4,1
2024-01-04 04:00:00,1149.86,14.54,4,4,1
2024-01-04 05:00:00,1104.53,16.3,5,4,1
2024-01-04 06:00:00,1279.78,14.46,6,4,1
2024-01-04 07:00:00,1383.51,12.01,7,4,1
2024-01-04 08:00:00,1482.16,12.11,8,4,1
2024-01-04 09:00:00,1560.9,12.67,9,4,1
2024-01-04 10:00:00,1651.43,12.94,10,4,1
2024-01-04 11:00:00,1596.34,16.13,11,4,1
2024-01-04 12:00:00,1615.35,15.93,12,4,1
2024-01-04 13:00:00,1526.28,16.77,13,4,1
2024-01-04 14:00:00,1546.51,16.99,14,4,1
2024-01-04 15:00:00,1389.98,15.9,15,4,1
2024-01-04 16:00:00,1410.95,18.32,16,4,1
2024-01-04 17:00:00,1281.95,21.35,17,4,1
2024-01-04 18:00:00,1318.13,21.01,18,4,1
2024-01-04 19:00:00,1313.99,23.54,19,4,1
2024-01-04 20:00:00,1333.15,21.74,20,4,1
2024-01-04 21:00:00,1424.49,19.43,21,4,1
2024-01-04 22:00:00,1275.83,19.79,22,4,1
2024-01-04 23:00:00,1227.18,18.51,23,4,1
2024-01-05 00:00:00,1217.48,19.44,0,5,1
2024-01-05 01:00:00,1105.63,19.01,1,5,1
2024-01-05 02:00:00,1049.4,15.34,2,5,1
2024-01-05 03:00:00,1048.51,15.47,3,5,1
2024-01-05 04:00:00,1083.1,15.4,4,5,1
2024-01-05 05:00:00,1105.66,15.08,5,5,1
2024-01-05 06:00:00,1209.38,13.0,6,5,1
2024-01-05 07:00:00,1327.87,12.91,7,5,1
2024-01-05 08:00:00,1427.93,11.72,8,5,1
2024-01-05 09:00:00,1624.07,13.87,9,5,1
2024-01-05 10:00:00,1662.95,16.09,10,5,1
2024-01-05 11:00:00,1663.61,13.6,11,5,1
2024-01-05 12:00:00,1580.78,15.44,12,5,1
2024-01-05 13:00:00,1571.57,16.13,13,5,1
2024-01-05 14:00:00,1482.81,19.06,14,5,1
2024-01-05 15:00:00,1414.79,18.11,15,5,1
2024-01-05 16:00:00,1329.81,17.75,16,5,1
2024-01-05 17:00:00,1320.61,18.8,17,5,1
2024-01-05 18:00:00,1310.69,20.06,18,5,1
2024-01-05 19:00:00,1297.45,21.67,19,5,1
2024-01-05 20:00:00,1344.36,20.26,20,5,1
2024-01-05 21:00:00,1280.21,22.62,21,5,1
2024-01-05 22:00:00,1303.68,20.49,22,5,1
2024-01-05 23:00:00,1264.21,20.99,23,5,1
2024-01-06 00:00:00,1044.58,19.54,0,6,1
2024-01-06 01:00:00,994.3,19.25,1,6,1
2024-01-06 02:00:00,886.61,15.71,2,6,1
2024-01-06 03:00:00,1007.83,16.65,3,6,1
2024-01-06 04:00:00,956.29,15.47,4,6,1
2024-01-06 05:00:00,1026.06,14.26,5,6,1
2024-01-06 06:00:00,1086.69,14.73,6,6,1
2024-01-06 07:00:00,1232.15,12.43,7,6,1
2024-01-06 08:00:00,1300.0,14.78,8,6,1
2024-01-06 09:00:00,1438.27,13.61,9,6,1
2024-01-06 10:00:00,1464.87,13.54,10,6,1
2024-01-06 11:00:00,1523.02,15.19,11,6,1
2024-01-06 12:00:00,1494.32,14.28,12,6,1
2024-01-06 13:00:00,1440.26,17.25,13,6,1
2024-01-06 14:00:00,1360.24,16.61,14,6,1
2024-01-06 15:00:00,1207.5,18.74,15,6,1
2024-01-06 16:00:00,1204.61,18.37,16,6,1
2024-01-06 17:00:00,1181.92,20.56,17,6,1
2024-01-06 18:00:00,1212.08,21.3,18,6,1
2024-01-06 19:00:00,1254.48,19.2,19,6,1
2024-01-06 20:00:00,1211.38,21.11,20,6,1
2024-01-06 21:00:00,1198.64,19.33,21,6,1
2024-01-06 22:00:00,1160.66,19.49,22,6,1
2024-01-06 23:00:00,1151.78,20.54,23,6,1
2024-01-07 00:00:00,1086.64,18.28,0,7,1
2024-01-07 01:00:00,926.9,17.6,1,7,1
2024-01-07 02:00:00,956.19,17.08,2,7,1
2024-01-07 03:00:00,889.15,16.11,3,7,1
2024-01-07 04:00:00,944.34,14.88,4,7,1
2024-01-07 05:00:00,986.73,14.21,5,7,1
2024-01-07 06:00:00,1099.84,11.59,6,7,1
2024-01-07 07:00:00,1244.49,12.48,7,7,1
2024-01-07 08:00:00,1319.18,12.29,8,7,1
2024-01-07 09:00:00,1533.64,13.14,9,7,1
2024-01-07 10:00:00,1546.24,14.45,10,7,1
2024-01-07 11:00:00,1571.5,13.4,11,7,1
2024-01-07 12:00:00,1536.51,15.42,12,7,1
2024-01-07 13:00:00,1362.55,16.07,13,7,1
2024-01-07 14:00:00,1327.96,16.81,14,7,1
2024-01-07 15:00:00,1221.81,19.57,15,7,1
2024-01-07 16:00:00,1227.79,18.82,16,7,1
2024-01-07 17:00:00,1220.0,19.92,17,7,1
2024-01-07 18:00:00,1214.64,18.71,18,7,1
2024-01-07 19:00:00,1199.13,19.95,19,7,1
2024-01-07 20:00:00,1220.17,19.55,20,7,1
2024-01-07 21:00:00,1220.8,20.27,21,7,1
2024-01-07 22:00:00,1223.01,20.49,22,7,1
2024-01-07 23:00:00,1118.61,18.73,23,7,1
2024-01-08 00:00:00,1139.59,18.08,0,1,1
2024-01-08 01:00:00,1143.98,18.77,1,1,1
2024-01-08 02:00:00,1075.08,19.18,2,1,1
2024-01-08 03:00:00,999.22,17.78,3,1,1
2024-01-08 04:00:00,1054.28,15.54,4,1,1
2024-01-08 05:00:00,1169.28,14.54,5,1,1
2024-01-08 06:00:00,1194.77,13.25,6,1,1
2024-01-08 07:00:00,1398.31,13.07,7,1,1
2024-01-08 08:00:00,1431.87,10.02,8,1,1
2024-01-08 09:00:00,1526.15,11.11,9,1,1
2024-01-08 10:00:00,1652.33,13.26,10,1,1
2024-01-08 11:00:00,1643.34,12.87,11,1,1
2024-01-08 12:00:00,1661.92,16.19,12,1,1
2024-01-08 13:00:00,1521.82,15.49,13,1,1
2024-01-08 14:00:00,1405.5,17.49,14,1,1
2024-01-08 15:00:00,1400.49,18.09,15,1,1
2024-01-08 16:00:00,1366.02,17.53,16,1,1
2024-01-08 17:00:00,1316.8,20.65,17,1,1
2024-01-08 18:00:00,1318.04,20.33,18,1,1
2024-01-08 19:00:00,1321.93,20.85,19,1,1
2024-01-08 20:00:00,1394.46,22.07,20,1,1
2024-01-08 21:00:00,1337.07,21.66,21,1,1
2024-01-08 22:00:00,1371.29,21.38,22,1,1
2024-01-08 23:00:00,1255.04,19.74,23,1,1
2024-01-09 00:00:00,1133.1,21.29,0,2,1
2024-01-09 01:00:00,1112.96,18.46,1,2,1
2024-01-09 02:00:00,1117.52,17.85,2,2,1
2024-01-09 03:00:00,1089.32,16.12,3,2,1
2024-01-09 04:00:00,1010.46,16.54,4,2,1
2024-01-09 05:00:00,1148.07,13.66,5,2,1
2024-01-09 06:00:00,1278.86,12.45,6,2,1
2024-01-09 07:00:00,1314.02,15.51,7,2,1
2024-01-09 08:00:00,1474.5,12.24,8,2,1
2024-01-09 09:00:00,1555.11,13.22,9,2,1
2024-01-09 10:00:00,1624.55,13.22,10,2,1
2024-01-09 11:00:00,1666.19,13.56,11,2,1
2024-01-09 12:00:00,1617.19,18.58,12,2,1
2024-01-09 13:00:00,1534.43,14.71,13,2,1
2024-01-09 14:00:00,1468.11,17.97,14,2,1
2024-01-09 15:00:00,1427.66,18.77,15,2,1
2024-01-09 16:00:00,1352.46,22.1,16,2,1
2024-01-09 17:00:00,1326.27,18.1,17,2,1
2024-01-09 18:00:00,1300.41,21.25,18,2,1
2024-01-09 19:00:00,1321.32,20.71,19,2,1
2024-01-09 20:00:00,1257.51,19.26,20,2,1
2024-01-09 21:00:00,1306.85,21.56,21,2,1
2024-01-09 22:00:00,1296.7,21.66,22,2,1
2024-01-09 23:00:00,1279.46,21.85,23,2,1
2024-01-10 00:00:00,1157.32,20.24,0,3,1
2024-01-10 01:00:00,1154.63,20.05,1,3,1
2024-01-10 02:00:00,1054.3,18.34,2,3,1
2024-01-10 03:00:00,1036.96,18.15,3,3,1
2024-01-10 04:00:00,1063.4,15.46,4,3,1
2024-01-10 05:00:00,1089.1,15.96,5,3,1
2024-01-10 06:00:00,1195.26,12.02,6,3,1
2024-01-10 07:00:00,1278.68,11.25,7,3,1
2024-01-10 08:00:00,1482.06,11.27,8,3,1
2024-01-10 09:00:00,1528.87,15.62,9,3,1
2024-01-10 10:00:00,1641.7,15.72,10,3,1
2024-01-10 11:00:00,1628.92,15.57,11,3,1
2024-01-10 12:00:00,1583.98,15.07,12,3,1
2024-01-10 13:00:00,1554.85,16.39,13,3,1
2024-01-10 14:00:00,1407.27,17.88,14,3,1
2024-01-10 15:00:00,1444.34,17.32,15,3,1
2024-01-10 16:00:00,1370.46,19.74,16,3,1
2024-01-10 17:00:00,1353.21,19.8,17,3,1
2024-01-10 18:00:00,1324.11,20.27,18,3,1
2024-01-10 19:00:00,1367.92,21.63,19,3,1
2024-01-10 20:00:00,1343.06,20.77,20,3,1
2024-01-10 21:00:00,1311.11,19.72,21,3,1
2024-01-10 22:00:00,1302.5,21.78,22,3,1
2024-01-10 23:00:00,1280.63,20.68,23,3,1
2024-01-11 00:00:00,1175.28,19.38,0,4,1
2024-01-11 01:00:00,1152.79,17.58,1,4,1
2024-01-11 02:00:00,1070.21,17.05,2,4,1
2024-01-11 03:00:00,996.51,16.32,3,4,1
2024-01-11 04:00:00,1038.32,16.69,4,4,1
2024-01-11 05:00:00,1147.01,14.4,5,4,1
2024-01-11 06:00:00,1213.08,12.99,6,4,1
2024-01-11 07:00:00,1328.32,10.77,7,4,1
2024-01-11 08:00:00,1468.36,12.07,8,4,1
2024-01-11 09:00:00,1550.82,13.72,9,4,1
2024-01-11 10:00:00,1617.96,13.25,10,4,1
2024-01-11 11:00:00,1606.67,13.01,11,4,1
2024-01-11 12:00:00,1618.59,15.67,12,4,1
2024-01-11 13:00:00,1620.05,16.18,13,4,1
2024-01-11 14:00:00,1439.18,19.14,14,4,1
2024-01-11 15:00:00,1425.67,18.39,15,4,1
2024-01-11 16:00:00,1359.16,19.15,16,4,1
2024-01-11 17:00:00,1345.19,19.97,17,4,1
2024-01-11 18:00:00,1364.75,20.39,18,4,1
2024-01-11 19:00:00,1388.63,20.66,19,4,1
2024-01-11 20:00:00,1373.39,22.15,20,4,1
2024-01-11 21:00:00,1373.35,20.45,21,4,1
2024-01-11 22:00:00,1344.12,21.82,22,4,1
2024-01-11 23:00:00,1280.49,18.45,23,4,1
2024-01-12 00:00:00,1194.6,17.73,0,5,1
2024-01-12 01:00:00,1137.63,19.0,1,5,1
2024-01-12 02:00:00,1018.34,15.91,2,5,1
2024-01-12 03:00:00,1011.87,15.06,3,5,1
2024-01-12 04:00:00,1058.91,15.38,4,5,1
2024-01-12 05:00:00,1134.37,15.17,5,5,1
2024-01-12 06:00:00,1138.07,11.58,6,5,1
2024-01-12 07:00:00,1268.09,14.11,7,5,1
2024-01-12 08:00:00,1429.23,12.85,8,5,1
2024-01-12 09:00:00,1510.04,12.47,9,5,1
2024-01-12 10:00:00,1560.94,13.3,10,5,1
2024-01-12 11:00:00,1662.56,15.7,11,5,1
2024-01-12 12:00:00,1641.87,17.18,12,5,1
2024-01-12 13:00:00,1515.8,17.04,13,5,1
2024-01-12 14:00:00,1439.28,17.5,14,5,1
2024-01-12 15:00:00,1454.22,17.04,15,5,1
2024-01-12 16:00:00,1376.27,19.66,16,5,1
2024-01-12 17:00:00,1357.35,20.4,17,5,1
2024-01-12 18:00:00,1391.25,20.72,18,5,1
2024-01-12 19:00:00,1321.03,20.14,19,5,1
2024-01-12 20:00:00,1379.04,22.74,20,5,1
2024-01-12 21:00:00,1271.88,21.48,21,5,1
2024-01-12 22:00:00,1286.32,20.31,22,5,1
2024-01-12 23:00:00,1289.98,18.48,23,5,1
2024-01-13 00:00:00,1025.7,18.94,0,6,1
2024-01-13 01:00:00,1025.75,17.31,1,6,1
2024-01-13 02:00:00,924.46,19.76,2,6,1
2024-01-13 03:00:00,887.36,16.9,3,6,1
2024-01-13 04:00:00,947.57,15.08,4,6,1
2024-01-13 05:00:00,847.87,14.03,5,6,1
2024-01-13 06:00:00,1041.65,13.3,6,6,1
2024-01-13 07:00:00,1226.01,12.83,7,6,1
2024-01-13 08:00:00,1340.28,13.38,8,6,1
2024-01-13 09:00:00,1369.61,12.94,9,6,1
2024-01-13 10:00:00,1493.67,14.34,10,6,1
2024-01-13 11:00:00,1567.47,13.02,11,6,1
2024-01-13 12:00:00,1476.9,15.52,12,6,1
2024-01-13 13:00:00,1428.81,16.36,13,6,1
2024-01-13 14:00:00,1377.73,15.75,14,6,1
2024-01-13 15:00:00,1267.08,18.92,15,6,1
2024-01-13 16:00:00,1227.67,18.14,16,6,1
2024-01-13 17:00:00,1198.61,19.33,17,6,1
2024-01-13 18:00:00,1226.14,20.49,18,6,1
2024-01-13 19:00:00,1189.56,19.68,19,6,1
2024-01-13 20:00:00,1258.52,22.53,20,6,1
2024-01-13 21:00:00,1171.37,22.93,21,6,1
2024-01-13 22:00:00,1193.02,19.89,22,6,1
2024-01-13 23:00:00,1155.91,18.19,23,6,1
2024-01-14 00:00:00,1051.73,20.59,0,7,1
2024-01-14 01:00:00,956.81,18.96,1,7,1
2024-01-14 02:00:00,934.17,18.39,2,7,1
2024-01-14 03:00:00,871.68,16.62,3,7,1
2024-01-14 04:00:00,923.15,16.37,4,7,1
2024-01-14 05:00:00,977.33,13.12,5,7,1
2024-01-14 06:00:00,1069.5,13.56,6,7,1
2024-01-14 07:00:00,1193.23,13.28,7,7,1
2024-01-14 08:00:00,1290.39,12.89,8,7,1
2024-01-14 09:00:00,1422.8,15.38,9,7,1
2024-01-14 10:00:00,1446.55,12.48,10,7,1
2024-01-14 11:00:00,1532.61,13.59,11,7,1
2024-01-14 12:00:00,1430.67,13.79,12,7,1
2024-01-14 13:00:00,1382.39,15.59,13,7,1
2024-01-14 14:00:00,1388.12,16.95,14,7,1
2024-01-14 15:00:00,1377.53,16.88,15,7,1
2024-01-14 16:00:00,1248.47,20.02,16,7,1
2024-01-14 17:00:00,1203.15,21.13,17,7,1
2024-01-14 18:00:00,1166.16,20.57,18,7,1
2024-01-14 19:00:00,1209.13,22.12,19,7,1
2024-01-14 20:00:00,1161.77,21.98,20,7,1
2024-01-14 21:00:00,1201.94,19.95,21,7,1
2024-01-14 22:00:00,1142.1,20.38,22,7,1
2024-01-14 23:00:00,1155.67,20.06,23,7,1
2024-01-15 00:00:00,1200.08,16.64,0,1,1
2024-01-15 01:00:00,1137.4,18.13,1,1,1
2024-01-15 02:00:00,1039.05,17.05,2,1,1
2024-01-15 03:00:00,1013.82,15.13,3,1,1
2024-01-15 04:00:00,1065.1,17.49,4,1,1
2024-01-15 05:00:00,1136.87,12.84,5,1,1
2024-01-15 06:00:00,1236.87,14.94,6,1,1
2024-01-15 07:00:00,1370.57,13.89,7,1,1
2024-01-15 08:00:00,1423.9,13.52,8,1,1
2024-01-15 09:00:00,1536.56,14.31,9,1,1
2024-01-15 10:00:00,1613.27,16.01,10,1,1
2024-01-15 11:00:00,1630.84,15.02,11,1,1
2024-01-15 12:00:00,1619.25,15.43,12,1,1
2024-01-15 13:00:00,1588.74,15.9,13,1,1
2024-01-15 14:00:00,1507.14,16.54,14,1,1
2024-01-15 15:00:00,1380.31,17.45,15,1,1
2024-01-15 16:00:00,1399.92,19.04,16,1,1
2024-01-15 17:00:00,1368.46,21.03,17,1,1
2024-01-15 18:00:00,1308.49,19.97,18,1,1
2024-01-15 19:00:00,1300.87,20.06,19,1,1
2024-01-15 20:00:00,1290.2,21.63,20,1,1
2024-01-15 21:00:00,1369.52,19.86,21,1,1
2024-01-15 22:00:00,1317.99,18.59,22,1,1
2024-01-15 23:00:00,1332.97,20.35,23,1,1
2024-01-16 00:00:00,1113.35,18.47,0,2,1
2024-01-16 01:00:00,1096.35,17.22,1,2,1
2024-01-16 02:00:00,1027.75,18.13,2,2,1
2024-01-16 03:00:00,1044.56,13.75,3,2,1
2024-01-16 04:00:00,1098.22,14.47,4,2,1
2024-01-16 05:00:00,1124.39,14.58,5,2,1
2024-01-16 06:00:00,1209.99,13.26,6,2,1
2024-01-16 07:00:00,1337.69,12.84,7,2,1
2024-01-16 08:00:00,1491.0,12.26,8,2,1
2024-01-16 09:00:00,1519.48,12.88,9,2,1
2024-01-16 10:00:00,1594.49,12.89,10,2,1
2024-01-16 11:00:00,1599.16,16.19,11,2,1
2024-01-16 12:00:00,1632.77,14.97,12,2,1
2024-01-16 13:00:00,1626.56,16.61,13,2,1
2024-01-16 14:00:00,1511.91,15.24,14,2,1
2024-01-16 15:00:00,1384.96,16.78,15,2,1
2024-01-16 16:00:00,1423.85,18.04,16,2,1
2024-01-16 17:00:00,1298.26,20.35,17,2,1
2024-01-16 18:00:00,1339.12,20.89,18,2,1
2024-01-16 19:00:00,1248.66,20.35,19,2,1
2024-01-16 20:00:00,1294.3,22.7,20,2,1
2024-01-16 21:00:00,1363.31,19.98,21,2,1
2024-01-16 22:00:00,1270.09,19.97,22,2,1
2024-01-16 23:00:00,1202.71,18.94,23,2,1
2024-01-17 00:00:00,1107.87,18.34,0,3,1
2024-01-17 01:00:00,1129.21,19.26,1,3,1
2024-01-17 02:00:00,1117.27,18.27,2,3,1
2024-01-17 03:00:00,1003.84,17.26,3,3,1
2024-01-17 04:00:00,1069.39,16.5,4,3,1
2024-01-17 05:00:00,1126.92,13.82,5,3,1
2024-01-17 06:00:00,1226.46,12.93,6,3,1
2024-01-17 07:00:00,1332.48,13.64,7,3,1
2024-01-17 08:00:00,1422.6,12.5,8,3,1
2024-01-17 09:00:00,1512.38,11.48,9,3,1
2024-01-17 10:00:00,1648.15,11.66,10,3,1
2024-01-17 11:00:00,1628.97,16.01,11,3,1
2024-01-17 12:00:00,1598.84,14.22,12,3,1
2024-01-17 13:00:00,1585.83,15.44,13,3,1
2024-01-17 14:00:00,1481.31,14.73,14,3,1
2024-01-17 15:00:00,1370.66,17.62,15,3,1
2024-01-17 16:00:00,1316.81,19.33,16,3,1
2024-01-17 17:00:00,1308.17,23.05,17,3,1
2024-01-17 18:00:00,1372.94,21.05,18,3,1
2024-01-17 19:00:00,1232.62,20.06,19,3,1
2024-01-17 20:00:00,1364.05,20.08,20,3,1
2024-01-17 21:00:00,1413.51,21.65,21,3,1
2024-01-17 22:00:00,1354.99,20.16,22,3,1
2024-01-17 23:00:00,1273.44,20.26,23,3,1
2024-01-18 00:00:00,1213.52,18.43,0,4,1
2024-01-18 01:00:00,1146.71,18.9,1,4,1
2024-01-18 02:00:00,1000.26,15.97,2,4,1
2024-01-18 03:00:00,1022.98,15.87,3,4,1
2024-01-18 04:00:00,1078.48,14.75,4,4,1
2024-01-18 05:00:00,1043.86,16.19,5,4,1
2024-01-18 06:00:00,1218.77,12.97,6,4,1
2024-01-18 07:00:00,1349.28,13.42,7,4,1
2024-01-18 08:00:00,1432.78,14.56,8,4,1
2024-01-18 09:00:00,1532.67,12.19,9,4,1
2024-01-18 10:00:00,1647.83,14.38,10,4,1
2024-01-18 11:00:00,1665.63,14.04,11,4,1
2024-01-18 12:00:00,1612.19,15.85,12,4,1
2024-01-18 13:00:00,1587.14,16.87,13,4,1
2024-01-18 14:00:00,1473.89,16.85,14,4,1
2024-01-18 15:00:00,1440.12,18.22,15,4,1
2024-01-18 16:00:00,1459.61,17.54,16,4,1
2024-01-18 17:00:00,1327.83,19.62,17,4,1
2024-01-18 18:00:00,1355.25,19.36,18,4,1
2024-01-18 19:00:00,1331.14,20.03,19,4,1
2024-01-18 20:00:00,1334.98,19.71,20,4,1
2024-01-18 21:00:00,1381.34,20.3,21,4,1
2024-01-18 22:00:00,1337.45,18.82,22,4,1
2024-01-18 23:00:00,1285.84,19.87,23,4,1
2024-01-19 00:00:00,1197.1,20.66,0,5,1
2024-01-19 01:00:00,1151.65,17.73,1,5,1
2024-01-19 02:00:00,998.49,14.66,2,5,1
2024-01-19 03:00:00,1016.44,16.19,3,5,1
2024-01-19 04:00:00,1069.32,14.86,4,5,1
2024-01-19 05:00:00,1117.05,11.95,5,5,1
2024-01-19 06:00:00,1236.54,12.82,6,5,1
2024-01-19 07:00:00,1362.09,10.85,7,5,1
2024-01-19 08:00:00,1448.26,13.17,8,5,1
2024-01-19 09:00:00,1522.29,13.44,9,5,1
2024-01-19 10:00:00,1683.71,11.66,10,5,1
2024-01-19 11:00:00,1631.71,15.59,11,5,1
2024-01-19 12:00:00,1652.05,15.1,12,5,1
2024-01-19 13:00:00,1591.81,14.57,13,5,1
2024-01-19 14:00:00,1442.92,18.34,14,5,1
2024-01-19 15:00:00,1452.92,20.07,15,5,1
2024-01-19 16:00:00,1365.61,18.33,16,5,1
2024-01-19 17:00:00,1357.93,19.44,17,5,1
2024-01-19 18:00:00,1357.89,21.61,18,5,1
2024-01-19 19:00:00,1367.52,22.37,19,5,1
2024-01-19 20:00:00,1356.59,22.52,20,5,1
2024-01-19 21:00:00,1339.28,22.25,21,5,1
2024-01-19 22:00:00,1347.5,19.8,22,5,1
2024-01-19 23:00:00,1246.77,20.93,23,5,1
2024-01-20 00:00:00,1062.55,18.25,0,6,1
2024-01-20 01:00:00,1006.94,18.56,1,6,1
2024-01-20 02:00:00,976.6,16.31,2,6,1
2024-01-20 03:00:00,894.2,14.74,3,6,1
2024-01-20 04:00:00,941.27,16.91,4,6,1
2024-01-20 05:00:00,946.55,12.17,5,6,1
2024-01-20 06:00:00,1113.18,13.71,6,6,1
2024-01-20 07:00:00,1130.77,13.47,7,6,1
2024-01-20 08:00:00,1354.85,12.58,8,6,1
2024-01-20 09:00:00,1394.01,12.07,9,6,1
2024-01-20 10:00:00,1513.77,11.39,10,6,1
2024-01-20 11:00:00,1482.98,15.92,11,6,1
2024-01-20 12:00:00,1464.74,14.66,12,6,1
2024-01-20 13:00:00,1447.92,19.32,13,6,1
2024-01-20 14:00:00,1324.83,18.66,14,6,1
2024-01-20 15:00:00,1289.03,17.88,15,6,1
2024-01-20 16:00:00,1210.18,17.84,16,6,1
2024-01-20 17:00:00,1228.35,20.08,17,6,1
2024-01-20 18:00:00,1188.35,21.78,18,6,1
2024-01-20 19:00:00,1222.74,21.89,19,6,1
2024-01-20 20:00:00,1224.47,20.32,20,6,1
2024-01-20 21:00:00,1183.39,21.21,21,6,1
2024-01-20 22:00:00,1167.19,19.48,22,6,1
2024-01-20 23:00:00,1166.41,18.37,23,6,1
2024-01-21 00:00:00,1026.97,17.73,0,7,1
2024-01-21 01:00:00,1098.71,18.15,1,7,1
2024-01-21 02:00:00,936.85,15.28,2,7,1
2024-01-21 03:00:00,908.79,16.1,3,7,1
2024-01-21 04:00:00,903.3,16.41,4,7,1
2024-01-21 05:00:00,931.65,14.57,5,7,1
2024-01-21 06:00:00,1098.15,14.71,6,7,1
2024-01-21 07:00:00,1231.99,12.58,7,7,1
2024-01-21 08:00:00,1361.82,13.96,8,7,1
2024-01-21 09:00:00,1404.85,12.02,9,7,1
2024-01-21 10:00:00,1553.11,15.26,10,7,1
2024-01-21 11:00:00,1544.3,14.45,11,7,1
2024-01-21 12:00:00,1471.59,15.72,12,7,1
2024-01-21 13:00:00,1355.9,16.43,13,7,1
2024-01-21 14:00:00,1367.14,16.16,14,7,1
2024-01-21 15:00:00,1317.36,18.04,15,7,1
2024-01-21 16:00:00,1255.29,17.96,16,7,1
2024-01-21 17:00:00,1186.12,19.12,17,7,1
